name,kind,defined_at,type,code_default,ui_fallback,live_value,origin,readers,controls,label_guide_match,status
LimitCloseMarketAfterS,system_config,config/config.go:129,int,0,n/a (config),(env rows carry live values),default,config/config.go:127; config/config.go:227; manager/trader_manager.go:655; trader/auto_trader.go:338; trader/auto_trader.go:340; trader/auto_trader_clock.go:579; trader/auto_trader_clock.go:654; trader/auto_trader_clock.go:655,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
LimitCloseTicks,system_config,config/config.go:128,int,0,n/a (config),(env rows carry live values),default,config/config.go:125; config/config.go:226; manager/trader_manager.go:654; trader/auto_trader.go:335; trader/auto_trader.go:336; trader/auto_trader.go:339; trader/auto_trader_clock.go:574; trader/auto_trader_clock.go:576; +2 more,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
RiskMaxConcurrentTrades,system_config,config/config.go:120,int,0,n/a (config),(env rows carry live values),default,config/config.go:224; kernel/risk_limits.go:107,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
RiskMaxDailyLossUSD,system_config,config/config.go:119,float64,0,n/a (config),(env rows carry live values),default,config/config.go:223; kernel/risk_limits.go:106,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
RiskMaxNotionalUSD,system_config,config/config.go:121,float64,0,n/a (config),(env rows carry live values),default,config/config.go:236; kernel/engine_analysis.go:114; kernel/risk_limits.go:108,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
SandboxMode,system_config,config/config.go:78,bool,false,n/a (config),(env rows carry live values),default,api/handler_plan.go:1586; api/handler_plan.go:1591; api/handler_plan.go:2463; api/handler_plan.go:2473; api/sandbox.go:15; api/sandbox.go:16; api/server.go:722; config/config.go:74; +2 more,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
TradingMode,system_config,config/config.go:114,string,"""""",n/a (config),(env rows carry live values),default,api/handler_debug.go:25; api/handler_debug.go:113; api/handler_debug.go:150; api/strategy_effective.go:64; config/config.go:220; kernel/engine.go:1083; kernel/engine.go:1090; kernel/engine.go:1116; +5 more,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
TransportEncryption,system_config,config/config.go:89,bool,false,n/a (config),(env rows carry live values),default,api/crypto_handler.go:30; api/crypto_handler.go:39; api/crypto_handler.go:68; api/handler_ai_model.go:155; api/handler_ai_model.go:310; api/handler_exchange.go:171; api/handler_exchange.go:359; config/config.go:87; +1 more,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
TwelveDataKey,system_config,config/config.go:99,string,"""""",n/a (config),(env rows carry live values),default,config/config.go:207; provider/twelvedata/kline.go:80,config.Config field loaded from env at boot (see env rows for the live value),n/a (system_config),LIVE
NOFX_BACKEND_PORT,env,.env only (no reader anywhere),string,"""""",n/a (env),8080 (unread),E,NONE,no reader anywhere — the value changes nothing (P2-2 class),n/a (no reader),DEAD
NOFX_FRONTEND_PORT,env,.env only (no reader anywhere),string,"""""",n/a (env),3000 (unread),E,NONE,no reader anywhere — the value changes nothing (P2-2 class),n/a (no reader),DEAD
NOFX_TIMEZONE,env,.env only (no reader anywhere),string,"""""",n/a (env),UTC (unread),E,NONE,no reader anywhere — the value changes nothing (P2-2 class),n/a (no reader),DEAD
DATA_ENCRYPTION_KEY,env,crypto/crypto.go:29,string,"""""",n/a (env),<set>,E,crypto/crypto.go:29,read indirectly (const/envconfig) — see readers,n/a (env knob),LIVE
RSA_PRIVATE_KEY,env,crypto/crypto.go:30,string,"""""",n/a (env),<set>,E,crypto/crypto.go:30,read indirectly (const/envconfig) — see readers,n/a (env knob),LIVE
DATABENTO_DATASET,env,.env only (no reader anywhere),string,"""""",n/a (env),GLBX.MDP3 (unread),E,NONE,no reader anywhere — the value changes nothing (P2-2 class),n/a (no reader),DEAD
CLAW402_DEFAULT_MODEL,env,api/handler_onboarding.go:72 (Setenv — writer only),string,"""""",n/a (env),deepseek-v4-flash (unread),E,NONE,writer-only: the payment client uses const DefaultClaw402Model (P2-2),n/a (no reader),DEAD
NT_TRANSPORT,env,trader/ninjatrader/transport.go:25,string,"""""",n/a (env),tcp,E,trader/ninjatrader/transport.go:25,read indirectly (const/envconfig) — see readers,n/a (env knob),LIVE
